id_venda,data,mes,trimestre,cliente,tipo_cliente,tempo_relacionamento_meses,faixa_renda,segmento,produto,categoria,marca,linha_produto,quantidade,preco_unitario,desconto,receita,custo_unitario,lucro,regiao,cidade,canal_venda,vendedor,meta_venda,atingiu_meta,prazo_entrega_dias,status_entrega
245,2024-03-20,3,1,Cliente_193,Novo,2,Baixa,Varejo,Impressora,Informática,Gamma,Premium,7,2253.43,0.04,15143.049599999998,1204.27,6713.159599999999,Nordeste,Recife,Online,Vendedor_18,16489.48,Não,2,No prazo
246,2024-02-09,2,1,Cliente_100,Recorrente,54,Baixa,Varejo,Teclado,Periféricos,Delta,Econômico,11,4461.9,0.1,44172.81,2364.89,18159.02,Sul,Curitiba,Online,Vendedor_08,53364.81,Não,14,Atrasado
247,2024-05-14,5,2,Cliente_195,Recorrente,1,Alta,Atacado,Mouse,Periféricos,Beta,Premium,5,731.32,0.05,3473.77,640.02,273.6700000000001,Norte,Manaus,Online,Vendedor_03,3427.87,Sim,6,No prazo
248,2024-11-11,11,4,Cliente_092,Recorrente,19,Média,Atacado,Teclado,Periféricos,Alpha,Econômico,5,4899.36,0.14,21067.248,3008.07,6026.897999999999,Centro-Oeste,Goiânia,Loja,Vendedor_05,23518.45,Não,9,Atrasado
249,2024-06-08,6,2,Cliente_169,Recorrente,1,Baixa,Atacado,Teclado,Periféricos,Beta,Econômico,7,5554.87,0.21,30718.4311,3102.02,9004.291099999999,Centro-Oeste,Brasília,Online,Vendedor_13,36043.08,Não,14,Atrasado
250,2024-04-15,4,2,Cliente_188,Recorrente,11,Alta,Varejo,Mouse,Periféricos,Alpha,Econômico,1,3604.59,0.17,2991.8097,3022.33,-30.52030000000013,Centro-Oeste,Goiânia,Online,Vendedor_13,4190.15,Não,14,Atrasado
251,2024-10-15,10,4,Cliente_190,Novo,0,Média,Varejo,Notebook,Informática,Beta,Padrão,2,2344.22,0.07,4360.249199999999,2080.45,199.34919999999968,Nordeste,Recife,Loja,Vendedor_06,4422.06,Não,9,Atrasado
252,2024-02-16,2,1,Cliente_176,Recorrente,58,Alta,Atacado,Monitor,Informática,Delta,Premium,4,2937.72,0.04,11280.8448,1856.98,3852.924799999999,Sul,Porto Alegre,Online,Vendedor_04,11671.03,Não,8,Atrasado
253,2024-11-28,11,4,Cliente_029,Novo,1,Alta,Varejo,Teclado,Periféricos,Alpha,Premium,8,2225.72,0.1,16025.184,1469.99,4265.263999999999,Sul,Curitiba,Loja,Vendedor_07,20590.55,Não,8,Atrasado
254,2024-03-31,3,1,Cliente_024,Recorrente,42,Alta,Atacado,Mouse,Periféricos,Alpha,Padrão,1,3386.18,0.07,3149.1474,2825.1,324.0473999999999,Sudeste,São Paulo,Loja,Vendedor_15,3960.9,Não,1,No prazo
255,2024-10-22,10,4,Cliente_132,Recorrente,8,Alta,Varejo,Mouse,Periféricos,Delta,Premium,4,1205.84,0.16,4051.6224,1016.89,-15.937600000000202,Norte,Manaus,Loja,Vendedor_07,5615.24,Não,14,Atrasado
256,2024-03-27,3,1,Cliente_067,Novo,0,Alta,Varejo,Notebook,Informática,Gamma,Econômico,1,4103.08,0.07,3815.8644,3504.35,311.5143999999996,Sul,Curitiba,Online,Vendedor_06,4430.65,Não,6,No prazo
257,2024-11-07,11,4,Cliente_035,Recorrente,5,Baixa,Atacado,Mouse,Periféricos,Gamma,Padrão,11,334.78,0.09,3351.1478,255.99,535.2577999999999,Norte,Manaus,Loja,Vendedor_08,3533.76,Não,10,Atrasado
258,2024-12-07,12,4,Cliente_077,Recorrente,33,Alta,Varejo,Monitor,Informática,Alpha,Premium,9,653.4,0.03,5704.181999999999,494.21,1256.2919999999997,Sudeste,São Paulo,Online,Vendedor_19,6336.82,Não,13,Atrasado
259,2024-03-19,3,1,Cliente_171,Novo,4,Alta,Varejo,Monitor,Informática,Gamma,Premium,3,4299.28,0.13,11221.1208,3715.34,75.10080000000016,Norte,Belém,Loja,Vendedor_13,14524.16,Não,8,Atrasado
260,2024-02-02,2,1,Cliente_053,Recorrente,45,Média,Varejo,Monitor,Informática,Alpha,Premium,9,4623.83,0.12,36620.7336,4028.7,362.43360000000393,Centro-Oeste,Goiânia,Online,Vendedor_09,46863.22,Não,3,No prazo
261,2024-04-22,4,2,Cliente_084,Novo,3,Baixa,Atacado,Teclado,Periféricos,Beta,Econômico,4,1992.53,0.22,6216.6936000000005,1086.53,1870.5736000000009,Centro-Oeste,Brasília,Loja,Vendedor_19,8935.34,Não,6,No prazo
262,2024-10-19,10,4,Cliente_120,Novo,2,Baixa,Atacado,Mouse,Periféricos,Gamma,Econômico,8,4690.65,0.19,30395.412,3931.41,-1055.8679999999986,Sul,Curitiba,Online,Vendedor_11,40774.86,Não,10,Atrasado
263,2024-10-30,10,4,Cliente_140,Recorrente,24,Baixa,Atacado,Teclado,Outros,Alpha,Premium,9,2979.3,0.08,24668.604000000003,2334.03,3662.3340000000026,Sudeste,Rio de Janeiro,Online,Vendedor_12,27452.91,Não,6,No prazo
264,2024-02-12,2,1,Cliente_036,Novo,5,Baixa,Varejo,Smartphone,Telefonia,Gamma,Premium,10,5277.7,0.08,48554.84,4114.18,7413.040000000001,Sul,Porto Alegre,Online,Vendedor_13,50261.96,Não,6,No prazo
265,2024-10-25,10,4,Cliente_080,Novo,4,Alta,Atacado,Tablet,Informática,Gamma,Padrão,1,5762.34,0.23,4437.0018,3781.54,655.4618,Nordeste,Salvador,Loja,Vendedor_06,6062.44,Não,11,Atrasado
266,2024-08-27,8,3,Cliente_062,Recorrente,48,Média,Varejo,Mouse,Periféricos,Gamma,Econômico,3,750.84,0.09,2049.7932,576.65,319.84320000000025,Centro-Oeste,Goiânia,Online,Vendedor_04,2178.52,Não,4,No prazo
267,2024-06-22,6,2,Cliente_041,Recorrente,20,Alta,Atacado,Headset,Periféricos,Alpha,Econômico,5,3547.06,0.19,14365.593,2150.8,3611.5930000000008,Sudeste,Rio de Janeiro,Online,Vendedor_05,19833.08,Não,11,Atrasado
268,2024-06-02,6,2,Cliente_113,Novo,1,Baixa,Atacado,Monitor,Informática,Beta,Econômico,3,320.12,0.13,835.5132,184.39,282.3432,Sudeste,Rio de Janeiro,Online,Vendedor_07,1030.89,Não,1,No prazo
269,2024-01-06,1,1,Cliente_019,Novo,0,Média,Varejo,Mouse,Periféricos,Alpha,Econômico,6,192.14,0.01,1141.3116,101.35,533.2116000000001,Sul,Porto Alegre,Loja,Vendedor_11,1363.1,Não,10,Atrasado
270,2024-09-20,9,3,Cliente_002,Recorrente,59,Média,Atacado,Smartphone,Telefonia,Delta,Econômico,9,2904.5,0.22,20389.59,1497.75,6909.84,Nordeste,Salvador,Loja,Vendedor_19,31128.27,Não,14,Atrasado
271,2024-02-04,2,1,Cliente_137,Recorrente,7,Média,Varejo,Monitor,Informática,Delta,Econômico,10,5284.41,0.15,44917.485,2695.11,17966.385,Sul,Porto Alegre,Loja,Vendedor_20,62853.72,Não,4,No prazo
272,2024-10-06,10,4,Cliente_124,Recorrente,10,Média,Varejo,Smartphone,Telefonia,Alpha,Premium,5,2186.92,0.24,8310.296,1235.71,2131.746,Centro-Oeste,Brasília,Loja,Vendedor_11,12916.58,Não,2,No prazo
273,2024-11-08,11,4,Cliente_149,Novo,1,Alta,Atacado,Notebook,Informática,Beta,Econômico,8,4299.57,0.13,29925.0072,3215.29,4202.687199999997,Sudeste,São Paulo,Loja,Vendedor_12,40204.95,Não,4,No prazo
274,2024-07-17,7,3,Cliente_052,Novo,0,Baixa,Varejo,Monitor,Informática,Delta,Padrão,3,4006.09,0.1,10816.443,3510.35,285.39300000000185,Centro-Oeste,Goiânia,Online,Vendedor_09,12874.92,Não,10,Atrasado
275,2024-02-14,2,1,Cliente_118,Novo,0,Alta,Varejo,Smartphone,Telefonia,Beta,Premium,1,1555.25,0.08,1430.8300000000002,1227.93,202.9000000000001,Centro-Oeste,Brasília,Online,Vendedor_17,1714.46,Não,6,No prazo
276,2024-03-02,3,1,Cliente_141,Novo,5,Alta,Varejo,Smartphone,Telefonia,Delta,Premium,4,1200.43,0.17,3985.4276,719.25,1108.4276,Norte,Belém,Online,Vendedor_15,4501.43,Não,1,No prazo
277,2024-02-28,2,1,Cliente_096,Novo,1,Baixa,Varejo,Headset,Periféricos,Beta,Econômico,11,3060.65,0.09,30637.1065,2497.98,3159.326500000003,Sul,Porto Alegre,Loja,Vendedor_08,38355.58,Não,1,No prazo
278,2024-01-12,1,1,Cliente_031,Recorrente,56,Média,Varejo,Notebook,Informática,Gamma,Econômico,6,3081.114606741573,0.11,16453.152,2245.46,2980.391999999998,Norte,Manaus,Loja,Vendedor_03,22355.05,Não,2,No prazo
279,2024-10-20,10,4,Cliente_088,Recorrente,21,Alta,Varejo,Monitor,Informática,Alpha,Premium,7,795.3,0.03,5400.087,429.61,2392.817,Centro-Oeste,Goiânia,Loja,Vendedor_04,5628.25,Não,1,No prazo
280,2024-03-27,3,1,Cliente_155,Recorrente,24,Baixa,Atacado,Monitor,Informática,Gamma,Premium,11,2905.26,0.21,25246.709400000003,1987.44,3384.869400000003,Sul,Porto Alegre,Online,Vendedor_12,36997.66,Não,6,No prazo
281,2024-04-21,4,2,Cliente_178,Recorrente,13,Baixa,Atacado,Mouse,Periféricos,Alpha,Econômico,7,2773.11606741573,0.11,17276.5131,1826.59,4490.383100000001,Nordeste,Recife,Online,Vendedor_19,23734.66,Não,1,No prazo
282,2024-08-28,8,3,Cliente_048,Novo,1,Média,Varejo,Impressora,Informática,Alpha,Econômico,5,2355.14,0.23,9067.289,1242.72,2853.6889999999985,Sudeste,São Paulo,Loja,Vendedor_13,12561.77,Não,11,Atrasado
283,2024-06-26,6,2,Cliente_088,Novo,1,Baixa,Varejo,Tablet,Informática,Gamma,Premium,11,4820.49,0.05,50374.1205,2508.39,22781.8305,Centro-Oeste,Brasília,Loja,Vendedor_17,49367.06,Sim,6,No prazo
284,2024-03-31,3,1,Cliente_041,Recorrente,27,Média,Atacado,Impressora,Informática,Alpha,Econômico,11,3410.02,0.15,31883.687,2533.65,4013.537,Norte,Manaus,Loja,Vendedor_08,35716.89,Não,6,No prazo
285,2024-06-28,6,2,Cliente_151,Recorrente,58,Baixa,Varejo,Smartphone,Telefonia,Gamma,Padrão,1,5573.25,0.15,4737.2625,3827.75,909.5124999999998,Sul,Curitiba,Online,Vendedor_06,5183.85,Não,13,Atrasado
286,2024-08-02,8,3,Cliente_081,Recorrente,17,Média,Varejo,Mouse,Periféricos,Delta,Padrão,1,4411.6,0.2,3529.2800000000007,2927.47,601.8100000000009,Sul,Porto Alegre,Loja,Vendedor_19,4583.65,Não,11,Atrasado
287,2024-04-14,4,2,Cliente_012,Recorrente,36,Alta,Varejo,Impressora,Informática,Gamma,Econômico,8,2572.72,0.21,16259.5904,2181.4,-1191.6096000000016,Norte,Manaus,Online,Vendedor_09,20433.23,Não,14,Atrasado
288,2024-10-25,10,4,Cliente_147,Recorrente,54,Alta,Varejo,Headset,Periféricos,Gamma,Econômico,7,3579.73,0.11,22301.7179,2918.11,1874.9478999999992,Sul,Porto Alegre,Online,Vendedor_18,23666.49,Não,12,Atrasado
289,2024-10-28,10,4,Cliente_061,Recorrente,23,Média,Varejo,Smartphone,Telefonia,Beta,Padrão,8,1498.85,0.12,10551.904,916.92,3216.543999999999,Sul,Curitiba,Online,Vendedor_10,13685.88,Não,8,Atrasado
290,2024-02-16,2,1,Cliente_016,Recorrente,40,Média,Atacado,Mouse,Periféricos,Gamma,Premium,1,3216.54,0.01,3184.3746,2746.83,437.5446000000002,Nordeste,Recife,Loja,Vendedor_16,3335.89,Não,14,Atrasado
291,2024-12-20,12,4,Cliente_002,Novo,5,Baixa,Atacado,Mouse,Periféricos,Beta,Econômico,10,712.75,0.19,5773.275000000001,498.88,784.4750000000004,Centro-Oeste,Goiânia,Loja,Vendedor_15,8209.6,Não,11,Atrasado
292,2024-12-15,12,4,Cliente_185,Novo,3,Média,Atacado,Headset,Periféricos,Gamma,Econômico,4,514.22,0.13,1789.4856,393.19,216.7256,Sul,Curitiba,Loja,Vendedor_19,2007.25,Não,8,Atrasado
293,2024-10-21,10,4,Cliente_149,Novo,5,Média,Atacado,Mouse,Periféricos,Alpha,Econômico,2,5027.54,0.14,8647.3688,3141.37,2364.6288000000004,Sul,Curitiba,Loja,Vendedor_12,9992.93,Não,3,No prazo
294,2024-09-04,9,3,Cliente_140,Recorrente,39,Média,Varejo,Headset,Periféricos,Alpha,Padrão,4,1702.52,0.07,6333.3744,1131.8,1806.1744,Centro-Oeste,Goiânia,Online,Vendedor_09,7689.37,Não,6,No prazo
295,2024-06-16,6,2,Cliente_155,Recorrente,5,Baixa,Atacado,Monitor,Informática,Alpha,Econômico,4,5008.92,0.13,17431.0416,4096.01,1047.0015999999996,Norte,Belém,Online,Vendedor_07,24012.77,Não,13,Atrasado
296,2024-09-10,9,3,Cliente_148,Novo,0,Baixa,Atacado,Monitor,Informática,Alpha,Econômico,8,5205.28,0.08,38310.8608,3057.58,13850.220800000005,Sul,Curitiba,Online,Vendedor_01,42538.82,Não,5,No prazo
297,2024-10-04,10,4,Cliente_083,Novo,2,Baixa,Atacado,Monitor,Informática,Gamma,Premium,11,5971.04,0.12,57799.6672,4094.03,12765.337200000002,Norte,Belém,Online,Vendedor_16,65778.74,Não,4,No prazo
298,2024-03-17,3,1,Cliente_161,Novo,4,Baixa,Atacado,Headset,Periféricos,Gamma,Econômico,6,4822.41,0.07,26909.0478,3854.51,3781.9877999999953,Norte,Belém,Loja,Vendedor_20,30820.76,Não,5,No prazo
299,2024-09-10,9,3,Cliente_168,Recorrente,50,Alta,Atacado,Headset,Periféricos,Gamma,Padrão,10,3886.31,0.18,31867.742,2621.43,5653.442000000003,Norte,Manaus,Online,Vendedor_14,38519.39,Não,14,Atrasado
300,2024-01-26,1,1,Cliente_136,Novo,5,Baixa,Varejo,Mouse,Periféricos,Beta,Econômico,9,1222.5633707865168,0.11,9792.7326,731.1599999999999,3212.2926,Norte,Manaus,Loja,Vendedor_12,10368.93,Não,14,Atrasado
301,2024-03-27,3,1,Cliente_190,Recorrente,5,Baixa,Atacado,Headset,Periféricos,Gamma,Premium,8,305.73,0.22,1907.7552000000005,222.4,128.55520000000024,Sul,Curitiba,Loja,Vendedor_02,2319.35,Não,2,No prazo
302,2024-08-04,8,3,Cliente_065,Recorrente,30,Baixa,Varejo,Teclado,Periféricos,Delta,Premium,2,3947.54,0.04,7579.2768,3511.96,555.3567999999996,Centro-Oeste,Brasília,Loja,Vendedor_04,7236.75,Sim,11,Atrasado
303,2024-08-03,8,3,Cliente_160,Novo,2,Baixa,Varejo,Mouse,Periféricos,Beta,Premium,6,5330.64,0.07,29744.9712,3118.86,11031.8112,Nordeste,Recife,Online,Vendedor_02,33828.36,Não,4,No prazo
304,2024-12-17,12,4,Cliente_189,Novo,1,Baixa,Varejo,Monitor,Informática,Beta,Padrão,6,5944.06,0.13,31027.9932,3897.59,7642.4532,Sul,Porto Alegre,Online,Vendedor_12,42581.11,Não,9,Atrasado
305,2024-06-28,6,2,Cliente_055,Recorrente,11,Média,Atacado,Monitor,Informática,Delta,Padrão,2,5814.71,0.08,10699.0664,3806.1,3086.8664,Nordeste,Recife,Online,Vendedor_04,10734.64,Não,4,No prazo
306,2024-06-10,6,2,Cliente_145,Novo,3,Baixa,Atacado,Notebook,Informática,Alpha,Premium,9,381.11,0.12,3018.3912,282.57,475.2611999999999,Sudeste,Rio de Janeiro,Loja,Vendedor_13,3493.67,Não,3,No prazo
307,2024-08-10,8,3,Cliente_060,Recorrente,47,Baixa,Atacado,Monitor,Informática,Alpha,Padrão,3,2724.91,0.18,6703.278600000001,1509.12,2175.918600000001,Norte,Belém,Online,Vendedor_11,8536.63,Não,14,Atrasado
308,2024-04-09,4,2,Cliente_197,Novo,4,Média,Atacado,Headset,Periféricos,Gamma,Padrão,6,2019.39,0.23,9329.5818,1436.0,713.5817999999999,Sudeste,São Paulo,Online,Vendedor_10,13015.83,Não,9,Atrasado
309,2024-06-18,6,2,Cliente_082,Novo,5,Baixa,Atacado,Teclado,Periféricos,Alpha,Padrão,11,4106.1,0.19,36585.35100000001,3663.69,-3715.238999999994,Norte,Belém,Online,Vendedor_19,49501.05,Não,14,Atrasado
310,2024-09-06,9,3,Cliente_112,Recorrente,24,Baixa,Varejo,Notebook,Informática,Beta,Premium,10,3046.14,0.08,28024.488,2150.29,6521.587999999996,Centro-Oeste,Goiânia,Loja,Vendedor_01,32640.39,Não,3,No prazo
311,2024-04-18,4,2,Cliente_189,Novo,5,Alta,Atacado,Smartphone,Telefonia,Beta,Econômico,4,5674.34,0.04,21789.4656,4384.61,4251.025600000001,Nordeste,Recife,Online,Vendedor_06,26261.0,Não,14,Atrasado
312,2024-06-22,6,2,Cliente_009,Recorrente,36,Média,Varejo,Impressora,Informática,Delta,Econômico,11,3020.57,0.22,25916.490600000005,2336.5,214.99060000000463,Sudeste,Rio de Janeiro,Online,Vendedor_01,35548.35,Não,14,Atrasado
313,2024-12-16,12,4,Cliente_027,Recorrente,22,Média,Varejo,Notebook,Informática,Beta,Premium,7,372.0368888888889,0.1,2343.8324,275.58,414.77239999999983,Sul,Curitiba,Online,Vendedor_11,3326.91,Não,5,No prazo
314,2024-04-10,4,2,Cliente_046,Recorrente,22,Baixa,Varejo,Smartphone,Telefonia,Alpha,Econômico,5,127.58,0.1,574.11,80.18,173.20999999999998,Sudeste,São Paulo,Online,Vendedor_18,585.58,Não,12,Atrasado
315,2024-12-08,12,4,Cliente_188,Novo,0,Baixa,Varejo,Smartphone,Telefonia,Gamma,Padrão,4,3801.86,0.02,14903.2912,2033.49,6769.3312,Norte,Belém,Loja,Vendedor_06,13950.51,Sim,1,No prazo
316,2024-10-28,10,4,Cliente_013,Novo,0,Alta,Atacado,Notebook,Informática,Gamma,Padrão,9,2266.7,0.05,19380.285,1594.46,5030.145,Norte,Manaus,Loja,Vendedor_09,21899.32,Não,1,No prazo
317,2024-04-10,4,2,Cliente_085,Recorrente,40,Alta,Atacado,Notebook,Informática,Gamma,Premium,11,3581.9,0.01,39006.891,2108.76,15810.531000000004,Norte,Belém,Loja,Vendedor_13,37487.83,Sim,6,No prazo
318,2024-08-06,8,3,Cliente_195,Novo,5,Média,Atacado,Headset,Periféricos,Gamma,Premium,11,2129.64,0.11,20849.1756,1200.92,7639.055599999998,Sudeste,Rio de Janeiro,Loja,Vendedor_05,26791.68,Não,9,Atrasado
319,2024-12-15,12,4,Cliente_051,Recorrente,56,Baixa,Varejo,Notebook,Outros,Beta,Premium,11,5209.48,0.15,48708.638,3313.02,12265.417999999998,Sul,Porto Alegre,Online,Vendedor_20,59797.13,Não,12,Atrasado
320,2024-09-26,9,3,Cliente_172,Recorrente,39,Baixa,Atacado,Notebook,Informática,Alpha,Padrão,8,5195.901818181818,0.12,36579.1488,2925.530000000001,13174.908799999994,Sul,Porto Alegre,Loja,Vendedor_19,42294.56,Não,13,Atrasado
321,2024-01-25,1,1,Cliente_162,Recorrente,19,Baixa,Atacado,Notebook,Informática,Delta,Premium,7,874.46,0.19,4958.1882000000005,780.04,-502.0917999999992,Sudeste,Rio de Janeiro,Loja,Vendedor_03,5629.84,Não,3,No prazo
322,2024-03-06,3,1,Cliente_196,Novo,2,Alta,Atacado,Headset,Periféricos,Gamma,Premium,4,1197.6,0.1,4311.36,946.03,527.2399999999998,Centro-Oeste,Goiânia,Loja,Vendedor_16,5213.47,Não,1,No prazo
323,2024-06-21,6,2,Cliente_094,Novo,0,Alta,Varejo,Mouse,Periféricos,Delta,Premium,1,671.69,0.12,591.0872,459.45,131.63720000000006,Nordeste,Salvador,Online,Vendedor_12,644.15,Não,8,Atrasado
324,2024-01-11,1,1,Cliente_098,Novo,4,Média,Atacado,Monitor,Informática,Beta,Econômico,7,5600.96,0.16,32933.6448,4195.01,3568.574800000002,Sudeste,São Paulo,Loja,Vendedor_04,45969.33,Não,4,No prazo
325,2024-04-23,4,2,Cliente_092,Novo,1,Média,Atacado,Headset,Periféricos,Beta,Premium,8,3999.7,0.02,31357.648,2192.42,13818.287999999997,Centro-Oeste,Brasília,Loja,Vendedor_03,33503.38,Não,8,Atrasado
326,2024-04-16,4,2,Cliente_123,Recorrente,20,Alta,Varejo,Teclado,Periféricos,Delta,Padrão,2,2263.94,0.19,3667.5828,1905.75,-143.91719999999987,Sudeste,São Paulo,Online,Vendedor_01,4453.09,Não,12,Atrasado
327,2024-10-21,10,4,Cliente_088,Recorrente,38,Alta,Atacado,Tablet,Informática,Gamma,Padrão,6,3818.64,0.16,19245.9456,2960.31,1484.0855999999983,Sul,Curitiba,Loja,Vendedor_01,26977.56,Não,12,Atrasado
328,2024-10-31,10,4,Cliente_184,Novo,4,Média,Atacado,Monitor,Informática,Alpha,Premium,11,4828.17,0.15,45143.3895,2712.05,15310.839499999996,Centro-Oeste,Goiânia,Loja,Vendedor_09,56029.61,Não,7,No prazo
329,2024-12-07,12,4,Cliente_033,Novo,4,Baixa,Atacado,Monitor,Informática,Gamma,Padrão,6,5105.453571428571,0.16,25731.486,2988.0000000000005,7803.485999999997,Norte,Belém,Loja,Vendedor_20,27318.3,Não,9,Atrasado
330,2024-07-14,7,3,Cliente_183,Recorrente,48,Baixa,Atacado,Mouse,Periféricos,Alpha,Premium,4,2026.63,0.16,6809.4768,1674.06,113.23680000000058,Sudeste,Rio de Janeiro,Loja,Vendedor_14,8890.72,Não,10,Atrasado
331,2024-12-13,12,4,Cliente_149,Novo,1,Alta,Atacado,Teclado,Periféricos,Gamma,Econômico,3,2859.3,0.15,7291.215000000001,2537.02,-319.84499999999844,Sudeste,São Paulo,Online,Vendedor_07,8414.01,Não,8,Atrasado
332,2024-04-09,4,2,Cliente_107,Recorrente,11,Alta,Atacado,Mouse,Periféricos,Alpha,Econômico,6,2635.26,0.13,13756.0572,1858.96,2602.297200000001,Sudeste,Rio de Janeiro,Online,Vendedor_04,18413.38,Não,14,Atrasado
333,2024-06-07,6,2,Cliente_017,Recorrente,23,Baixa,Atacado,Impressora,Informática,Delta,Premium,6,3381.65,0.17,16840.617000000002,1843.2,5781.417000000001,Sudeste,Rio de Janeiro,Loja,Vendedor_16,23680.8,Não,11,Atrasado
334,2024-12-15,12,4,Cliente_011,Recorrente,8,Alta,Atacado,Tablet,Informática,Alpha,Premium,2,1357.62,0.1,2443.716,988.17,467.376,Nordeste,Salvador,Loja,Vendedor_13,2808.52,Não,5,No prazo
335,2024-12-13,12,4,Cliente_128,Novo,2,Baixa,Varejo,Impressora,Informática,Alpha,Econômico,8,1630.85,0.06,12263.991999999998,1025.45,4060.391999999998,Nordeste,Salvador,Online,Vendedor_19,14185.41,Não,1,No prazo
336,2024-11-05,11,4,Cliente_141,Recorrente,36,Baixa,Atacado,Impressora,Informática,Alpha,Premium,6,5792.88,0.18,28500.9696,3151.52,9591.8496,Nordeste,Recife,Online,Vendedor_14,39782.68,Não,2,No prazo
337,2024-05-22,5,2,Cliente_138,Novo,4,Baixa,Atacado,Notebook,Informática,Beta,Padrão,2,2917.38,0.12,5134.5888,2610.51,-86.43119999999999,Centro-Oeste,Goiânia,Loja,Vendedor_03,6378.27,Não,10,Atrasado
338,2024-10-31,10,4,Cliente_014,Recorrente,26,Alta,Atacado,Mouse,Periféricos,Delta,Padrão,10,3043.55,0.19,24652.755,2038.95,4263.255000000001,Centro-Oeste,Brasília,Loja,Vendedor_08,33166.17,Não,9,Atrasado
339,2024-12-05,12,4,Cliente_014,Novo,2,Baixa,Varejo,Headset,Periféricos,Delta,Premium,7,1365.44,0.13,8315.5296,700.81,3409.8596,Centro-Oeste,Brasília,Loja,Vendedor_15,8926.03,Não,11,Atrasado
340,2024-04-24,4,2,Cliente_143,Recorrente,14,Alta,Varejo,Impressora,Informática,Beta,Padrão,8,203.52,0.11,1449.0624,130.31,406.5824,Centro-Oeste,Goiânia,Loja,Vendedor_01,1898.58,Não,12,Atrasado
341,2024-12-21,12,4,Cliente_113,Recorrente,43,Baixa,Atacado,Smartphone,Telefonia,Delta,Premium,3,3556.15,0.24,8108.022000000001,1938.27,2293.2120000000014,Centro-Oeste,Goiânia,Online,Vendedor_07,11093.79,Não,2,No prazo
342,2024-08-03,8,3,Cliente_047,Novo,5,Baixa,Atacado,Impressora,Informática,Delta,Premium,3,1010.33,0.1,2727.891,560.03,1047.8010000000002,Sudeste,São Paulo,Online,Vendedor_02,3241.85,Não,13,Atrasado
343,2024-12-13,12,4,Cliente_144,Novo,1,Alta,Varejo,Tablet,Informática,Alpha,Premium,8,4624.54,0.14,31816.8352,2453.02,12192.675199999998,Sudeste,São Paulo,Loja,Vendedor_08,40112.51,Não,9,Atrasado
344,2024-05-20,5,2,Cliente_026,Novo,2,Alta,Atacado,Teclado,Periféricos,Beta,Premium,4,523.67,0.03,2031.8396,271.47,945.9595999999996,Nordeste,Salvador,Online,Vendedor_07,2488.02,Não,2,No prazo
345,2024-10-31,10,4,Cliente_109,Recorrente,49,Alta,Varejo,Smartphone,Telefonia,Alpha,Padrão,1,1000.82,0.22,780.6396000000001,817.39,-36.7503999999999,Nordeste,Recife,Online,Vendedor_05,1137.6,Não,2,No prazo
346,2024-05-14,5,2,Cliente_144,Recorrente,47,Alta,Varejo,Notebook,Outros,Beta,Padrão,4,5565.71,0.04,21372.3264,4392.99,3800.366399999999,Centro-Oeste,Goiânia,Loja,Vendedor_09,23135.4,Não,1,No prazo
347,2024-01-22,1,1,Cliente_098,Novo,4,Baixa,Varejo,Mouse,Periféricos,Beta,Econômico,1,5727.735280898876,0.11,5097.6844,3524.89,1572.7944000000002,Nordeste,Recife,Loja,Vendedor_08,7096.72,Não,12,Atrasado
348,2024-07-26,7,3,Cliente_174,Recorrente,46,Média,Atacado,Smartphone,Telefonia,Beta,Padrão,9,1491.18,0.12,11810.145600000002,1165.44,1321.1856000000007,Nordeste,Salvador,Online,Vendedor_02,14326.44,Não,10,Atrasado
349,2024-08-29,8,3,Cliente_090,Recorrente,49,Média,Varejo,Mouse,Periféricos,Alpha,Premium,3,4886.29,0.02,14365.692599999998,3018.59,5309.922599999998,Nordeste,Salvador,Loja,Vendedor_03,13937.69,Sim,6,No prazo
350,2024-03-15,3,1,Cliente_121,Novo,2,Baixa,Atacado,Monitor,Informática,Delta,Padrão,11,5222.63,0.24,43661.1868,4130.13,-1770.2431999999972,Centro-Oeste,Goiânia,Online,Vendedor_19,58132.02,Não,10,Atrasado
351,2024-11-26,11,4,Cliente_050,Novo,2,Média,Varejo,Teclado,Periféricos,Alpha,Premium,3,775.58,0.16,1954.4616,694.38,-128.67839999999978,Sul,Curitiba,Loja,Vendedor_02,2501.51,Não,14,Atrasado
352,2024-08-29,8,3,Cliente_191,Novo,4,Média,Atacado,Tablet,Informática,Gamma,Padrão,6,704.73,0.01,4186.0962,424.09,1641.5562,Sudeste,Rio de Janeiro,Online,Vendedor_04,4973.96,Não,8,Atrasado
353,2024-01-25,1,1,Cliente_142,Novo,0,Alta,Varejo,Teclado,Periféricos,Alpha,Premium,3,1974.79,0.16,4976.4708,1666.05,-21.679199999999582,Sul,Porto Alegre,Online,Vendedor_20,5364.3,Não,1,No prazo
354,2024-05-07,5,2,Cliente_166,Novo,5,Média,Varejo,Headset,Periféricos,Delta,Econômico,1,5879.77,0.18,4821.411400000001,4991.57,-170.15859999999884,Norte,Manaus,Loja,Vendedor_19,6186.2,Não,12,Atrasado
355,2024-10-18,10,4,Cliente_024,Novo,5,Alta,Atacado,Mouse,Periféricos,Alpha,Padrão,9,2086.95,0.06,17655.596999999998,1692.93,2419.226999999997,Nordeste,Recife,Online,Vendedor_16,21786.82,Não,10,Atrasado
